Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,New_Volume(L),Material Name,Points
7/7/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,6636,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13272
30/10/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,10864,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",21728
28/8/2023,A,ERW_A6CB2023080004,Retails,Khon Kaen,143160,476,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",952
28/6/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,8736,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",17472
26/6/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,6160,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",12320
28/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143160,13384,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",26768
23/12/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,10304,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10304
23/12/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145570,13944,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",27888
16/11/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145497,13580,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",27160
5/4/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145474,8148,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16296
6/1/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,142931,12152,"Mobil Delvac MX 15W-40, 4X6+1L.",24304
10/3/2023,A,ERW_AMBP2020110218,Retails,Nakhon Ratchasima,143629,13944,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",27888
29/8/2023,A,ERW_AMBP2020110322,Retails,Khon Kaen,145474,11424,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22848
21/7/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145474,6748,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",13496
9/5/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145474,6832,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",13664
22/12/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145577,8036,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",16072
25/9/2023,C,ERW_C08P2020090041,Reseller,Tak,145497,12208,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",24416
16/12/2023,C,ERW_C08P2020090041,Reseller,Tak,145497,12040,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",24080
28/11/2023,C,ERW_C08P2020090096,Reseller,Phetchabun,145577,3304,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",6608
31/3/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143629,9100,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",18200
14/6/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,145577,12768,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",25536
29/4/2023,C,ERW_CPCI2022060002,Retails,Chiang Mai,145474,5376,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",10752
21/10/2023,B,ERW_B5CM2020120012,Reseller,Kanchanaburi,145577,3276,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",6552
22/12/2023,B,ERW_B5CM2020120012,Reseller,Kanchanaburi,145497,3136,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",6272
31/5/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145474,420,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",840
31/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145577,8176,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",16352
31/10/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145497,12404,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",24808
31/5/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145497,8568,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",17136
31/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143629,12376,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",24752
19/1/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,141539,5124,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",10248
14/8/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145474,1316,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2632
14/8/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145577,6524,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13048
9/8/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,145474,7924,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",15848
31/10/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145497,1764,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",3528
31/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,143629,3528,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",7056
6/5/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,12236,"Mobil Delvac MX 15W-40, 4X6+1L.",24472
30/6/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,145474,336,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",672
29/3/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,8288,"Mobil Delvac MX 15W-40, 4X6+1L.",16576
23/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,9856,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",19712
24/11/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,2912,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",5824
25/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,143629,7616,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",15232
29/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,6664,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13328
29/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,13972,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",27944
9/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,13832,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",27664
10/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,11396,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",22792
10/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,9520,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",19040
30/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,7028,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",14056
29/3/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,3388,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6776
3/11/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145472,4480,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",8960
26/5/2023,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,143160,392,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",784
15/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,143160,728,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",1456
28/3/2023,D,ERW_DBG72020110075,Retails,Chumphon,143160,12208,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",24416
16/10/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,7452,"Mobilube HD 80W-90, 1X18L.",7452
25/10/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,8514,"Mobilube HD 80W-90, 1X18L.",8514
26/10/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,558,"Mobilube HD 80W-90, 1X18L.",558
15/11/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145498,9300,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",18600
23/12/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145498,5840,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",11680
21/3/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145438,2080,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",2080
16/12/2023,C,ERW_C08P2020090041,Reseller,Tak,145498,6240,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",12480
9/6/2023,C,ERW_C08P2020090041,Reseller,Tak,145498,6240,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",12480
31/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135896,12572,"Mobilube HD 85W-140, 1X18L.",12572
29/6/2023,D,ERW_DBG72020110052,Retails,Krabi,145500,1204,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",2408
27/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,5068,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",10136
24/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,2996,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",5992
30/3/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,3472,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",6944
1/12/2023,A,ERW_AMBP2020110509,Retails,Chon Buri,145474,1904,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",3808
26/6/2023,D,ERW_DBG72020110038,Reseller,Phuket,145577,9492,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",18984
26/6/2023,D,ERW_DBG72020110038,Reseller,Phuket,145497,2632,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",5264
25/7/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145497,10808,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",21616
26/7/2023,D,ERW_DYZP2023100001,Reseller,Chumphon,145497,8708,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",17416
27/2/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,6426,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",12852
23/9/2023,D,ERW_DBG72020110075,Retails,Chumphon,145497,12768,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",25536
16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145451,4460,"Mobil Delvac Legend 20W-50 Standard Defense, 4X6L.",4460
10/3/2023,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,144673,7040,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 12X1L.",70400
4/9/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,2140,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",4280
24/3/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145570,9300,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",18600
26/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145500,4580,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9160
2/12/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,145500,4520,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9040
27/4/2023,B,ERW_BM2U2020110131,Retails,Bangkok,143507,9120,"Mobil Super 2000 10W-40, 4X4+1L.",18240
31/7/2023,D,ERW_DBG72020110032,Retails,Nakhon Si Thammarat,135508,9740,"Mobil Delvac 1640, 4X6L.",9740
20/10/2023,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,145444,3480,"Mobil Delvac Legend 1640, 4X6L.",3480
12/4/2023,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,135508,7200,"Mobil Delvac 1640, 4X6L.",7200
15/2/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,5940,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",11880
17/5/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,4896,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",9792
9/8/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,6160,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12320
19/5/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,11984,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",23968
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,2772,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",5544
18/3/2023,C,ERW_C08P2020090041,Reseller,Tak,142939,4590,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",9180
17/2/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,143629,196,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",392
24/3/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,1736,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3472
30/10/2023,A,ERW_A6CB2023080004,Retails,Khon Kaen,145497,11956,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",23912
14/7/2023,A,ERW_AHWO2020120011,Retails,Khon Kaen,145577,13244,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",26488
18/7/2023,A,ERW_AHWO2020120011,Retails,Khon Kaen,145577,5992,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",11984
27/3/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143160,588,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",1176
18/10/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,145577,5740,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",11480
18/9/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145500,7112,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",14224
27/9/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,812,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",812
3/4/2023,A,ERW_AMBP2020110400,Retails,Bangkok,145570,8036,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",16072
13/12/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,12964,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",25928
24/3/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145577,9100,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",18200
27/11/2023,C,ERW_CGAA2021010002,Retails,Chiang Mai,145472,7672,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",15344
12/9/2023,B,ERW_B4642020110006,Reseller,Kanchanaburi,145577,10500,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",21000
25/10/2023,B,ERW_BM2U2020110040,Retails,Chainat,145577,1764,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3528
29/3/2023,B,ERW_BM2U2020110005,Reseller,Bangkok,142931,13832,"Mobil Delvac MX 15W-40, 4X6+1L.",27664
21/12/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,145577,6132,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12264
29/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,145497,3332,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",6664
25/11/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,145497,7588,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15176
28/2/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,142931,7700,"Mobil Delvac MX 15W-40, 4X6+1L.",15400
31/5/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145497,4648,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",9296
16/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145497,7924,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15848
31/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145577,6160,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12320
31/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,141539,3584,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",7168
6/5/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,6440,"Mobil Delvac MX 15W-40, 4X6+1L.",12880
29/4/2023,D,ERW_DBG72020110082,Reseller,Songkhla,143160,7672,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",15344
22/3/2023,D,ERW_DGVG2021110003,Reseller,Phangnga,143629,2100,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",4200
23/6/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145570,6060,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",12120
21/9/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145570,2120,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",4240
29/8/2023,A,ERW_AMBP2020110322,Retails,Khon Kaen,145500,9880,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",19760
26/7/2023,A,ERW_AMBP2020110740,Retails,Ubon Ratchathani,145500,1720,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",3440
28/8/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145500,3020,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6040
6/9/2023,A,ERW_AMBP2020110269,Retails,Roi Et,145577,6748,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13496
22/2/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135896,260,"Mobilube HD 85W-140, 1X18L.",260
9/2/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,5980,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",11960
10/3/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,3580,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",7160
26/1/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,2420,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",4840
6/1/2023,D,ERW_DBG72020110074,Retails,Nakhon Si Thammarat,142930,4560,"Mobil Delvac MX 15W-40, 1X18L.",9120
4/10/2023,D,ERW_DFYB2022030002,Retails,Nakhon Si Thammarat,134728,7100,"Mobil Delvac Super 20W-50, 1X18L.",7100
8/5/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145888,1160,"Mobil Super Everyday Protection 20W-50, 4x4+1L.",1160
22/2/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,6048,"Mobil 1 0W-40, 4X4L.",60480
13/3/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140043,3000,"Mobil ATF 3309, 12x1L.",3000
21/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143160,10472,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",20944
9/6/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142939,8540,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",17080
27/1/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,143160,9156,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",18312
13/2/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,142931,7196,"Mobil Delvac MX 15W-40, 4X6+1L.",14392
18/3/2023,C,ERW_C08P2020090041,Reseller,Tak,143160,6104,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",12208
8/9/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145500,6280,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",12560
30/10/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145500,8640,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",17280
3/8/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,8580,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",17160
7/12/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,6400,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",12800
8/12/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,3360,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6720
1/12/2023,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,145500,4120,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",8240
20/12/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145500,2220,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",4440
24/10/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145500,3360,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6720
9/5/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145570,5660,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",11320
25/7/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145826,9740,"Mobil Super All-In-One Protection 5W-30, 4x4+1L.",38960
27/1/2023,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,2080,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",4160
23/2/2023,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,5080,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",10160
20/11/2023,C,ERW_C9H62020120007,Reseller,Nakhon Sawan,145500,8500,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",17000
18/11/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,1300,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",2600
31/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,5080,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",10160
23/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,2840,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",5680
21/10/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,2900,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",5800
12/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145438,2120,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",2120
26/5/2023,B,ERW_BM2U2020110165,Retails,Suphan Buri,145500,9160,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",18320
24/3/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145500,5780,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",11560
31/10/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,4660,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9320
20/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145438,2220,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",2220
31/10/2023,B,ERW_BM2U2020110172,Retails,Kanchanaburi,145498,160,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",320
30/11/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,1100,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",2200
26/7/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,5040,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",10080
24/11/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,8780,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",17560
8/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,640,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",1280
27/12/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,9700,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",19400
9/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,440,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",880
15/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,8160,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",16320
28/2/2023,D,ERW_DGVG2021110003,Reseller,Phangnga,145500,1180,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",2360
12/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145497,13328,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",26656
27/10/2023,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,145474,13132,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",26264
20/2/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,142931,8932,"Mobil Delvac MX 15W-40, 4X6+1L.",17864
19/12/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,145474,12796,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",25592
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,145497,3808,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",7616
1/2/2023,B,ERW_BM2U2020110040,Retails,Chainat,137227,5796,"Mobil Delvac Super 1400 15W‐40, 1X18L.",11592
4/2/2023,B,ERW_BM2U2020110099,Retails,Suphan Buri,137227,1476,"Mobil Delvac Super 1400 15W‐40, 1X18L.",2952
27/9/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,144673,1800,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 12X1L.",18000
20/6/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145500,7220,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",14440
29/9/2023,D,ERW_DBG72020110038,Reseller,Phuket,145500,2160,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",4320
24/7/2023,D,ERW_DBG72020110046,Retails,Surat Thani,145500,9160,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",18320
26/6/2023,D,ERW_DCF82023100001,Retails,Phangnga,145500,6180,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",12360
14/12/2023,A,ERW_AMS82022010001,Retails,Bangkok,145497,14000,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",28000
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142939,2682,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",5364
16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135899,8964,"Mobilube HD 80W-90, 1X18L.",8964
16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135896,5814,"Mobilube HD 85W-140, 1X18L.",5814
23/12/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145497,13776,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",27552
7/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,13972,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",27944
3/11/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,7644,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",15288
14/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,1680,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",3360
17/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143160,10528,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",21056
